,Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
983,1738,60,rl,73.0,8499,pave,na,2,lvl,1,inside,1,gilbert,norm,norm,1fam,2story,6,5,2006,2007,gable,compshg,vinylsd,vinylsd,none,0.0,3,3,pconc,4,3,1,1,0.0,1,0.0,616.0,616.0,gasa,5,y,5,616,796,0,1412,0.0,0.0,2,1,3,1,4,6,7,1,4,builtin,3,2.0,432.0,3,3,3,0,36,0,0,0,0,0,0,na,0,3,2007,new,156932
984,1196,90,rl,72.0,11072,pave,na,2,lvl,1,inside,1,names,norm,norm,duplex,1story,5,5,1965,1965,gable,compshg,hdboard,hdboard,none,0.0,3,3,cblock,3,3,1,1,0.0,1,0.0,1728.0,1728.0,gasa,3,y,5,1728,0,0,1728,0.0,0.0,2,0,6,2,3,10,7,0,0,detchd,1,2.0,576.0,3,3,3,0,0,0,0,0,0,0,0,na,0,11,2008,wd ,145000
985,828,20,rl,64.0,6762,pave,na,1,lvl,1,inside,1,collgcr,norm,norm,1fam,1story,7,5,2007,2007,gable,compshg,vinylsd,vinylsd,none,0.0,4,3,pconc,4,3,3,6,902.0,1,0.0,380.0,1282.0,gasa,5,y,5,1290,0,0,1290,1.0,0.0,2,0,2,1,4,6,7,1,4,attchd,2,2.0,662.0,3,3,3,168,0,0,0,0,0,0,0,na,0,5,2009,wd ,200000
986,1694,20,rl,105.0,15431,pave,na,1,lvl,1,inside,1,nridght,norm,norm,1fam,1story,10,5,2005,2006,hip,compshg,vinylsd,vinylsd,brkface,400.0,5,3,pconc,5,3,4,6,1430.0,1,0.0,564.0,1994.0,gasa,5,y,5,2046,0,0,2046,1.0,0.0,2,1,2,1,5,7,7,2,4,attchd,3,3.0,878.0,3,3,3,188,65,0,0,175,0,0,0,na,0,8,2007,wd ,450000
987,571,160,fv,34.0,3230,pave,pave,1,lvl,1,inside,1,somerst,norm,norm,twnhse,2story,6,5,1999,1999,gable,compshg,metalsd,metalsd,brkface,894.0,3,3,pconc,4,3,1,6,381.0,1,0.0,348.0,729.0,gasa,4,y,5,742,729,0,1471,0.0,0.0,2,1,3,1,3,6,7,0,0,detchd,1,2.0,440.0,3,3,3,0,24,0,0,0,0,0,0,na,0,3,2009,wd ,172500
988,1192,60,rl,90.0,10800,pave,na,1,lvl,1,inside,1,nwames,norm,norm,1fam,2story,6,7,1974,1997,gable,compshg,hdboard,hdboard,none,0.0,3,3,cblock,3,3,1,5,956.0,3,182.0,384.0,1522.0,gasa,3,y,5,1548,1066,0,2614,0.0,0.0,2,1,4,1,3,9,7,1,3,attchd,2,2.0,624.0,3,3,3,38,243,0,0,0,0,0,0,na,0,6,2008,wd ,240000
989,1806,60,fv,102.0,11143,pave,na,2,lvl,1,corner,1,somerst,norm,norm,1fam,2story,8,5,2004,2005,gable,compshg,cemntbd,cmentbd,none,0.0,4,3,pconc,4,3,1,1,0.0,1,0.0,1580.0,1580.0,gasa,5,y,5,1580,886,0,2466,0.0,0.0,3,0,4,1,4,8,7,1,4,attchd,2,2.0,610.0,3,3,3,159,214,0,0,0,0,0,0,na,0,12,2007,wd ,340000
990,962,20,rl,73.0,8925,pave,na,2,hls,1,inside,1,timber,norm,norm,1fam,1story,8,5,2007,2007,gable,compshg,vinylsd,vinylsd,none,0.0,4,3,pconc,4,3,3,6,16.0,1,0.0,1450.0,1466.0,gasa,5,y,5,1466,0,0,1466,0.0,0.0,2,0,3,1,4,7,7,0,0,attchd,3,3.0,610.0,3,3,3,100,18,0,0,0,0,0,0,na,0,7,2009,wd ,201000
991,2142,20,rl,120.0,10356,pave,na,1,lvl,1,corner,1,collgcr,norm,norm,1fam,1story,5,6,1975,1975,gable,compshg,hdboard,hdboard,none,0.0,3,3,cblock,3,3,3,4,716.0,1,0.0,253.0,969.0,gasa,3,y,5,969,0,0,969,0.0,0.0,1,1,3,1,3,5,7,0,0,attchd,1,2.0,440.0,3,3,3,0,0,0,0,0,0,0,3,na,0,1,2007,wd ,122000
992,1648,20,rl,93.0,12299,pave,na,1,lvl,1,inside,1,nwames,norm,norm,1fam,1story,7,6,1978,1985,gable,compshg,plywood,plywood,stone,67.0,3,3,cblock,4,3,1,6,1328.0,1,0.0,201.0,1529.0,gasa,3,y,5,1664,0,0,1664,1.0,0.0,2,0,3,1,4,7,7,1,3,attchd,3,2.0,663.0,3,3,3,0,0,0,0,0,0,0,0,na,0,9,2007,wd ,213000
993,618,20,rl,90.0,9900,pave,na,1,lvl,1,inside,1,names,feedr,norm,1fam,1story,6,5,1967,1967,gable,compshg,brkcomm,brk cmn,none,0.0,4,3,cblock,3,3,1,3,1173.0,1,0.0,507.0,1680.0,gasa,3,y,5,1691,0,0,1691,1.0,0.0,1,0,2,1,3,5,7,0,0,attchd,1,2.0,550.0,4,3,3,0,67,260,0,0,0,0,3,na,0,4,2009,wd ,175000
994,2108,20,rl,64.0,6762,pave,na,1,lvl,1,inside,1,collgcr,norm,norm,1fam,1story,7,5,2007,2007,gable,compshg,vinylsd,vinylsd,brkface,108.0,4,3,pconc,4,3,1,6,664.0,1,0.0,544.0,1208.0,gasa,5,y,5,1208,0,0,1208,1.0,0.0,2,0,2,1,4,6,7,0,0,attchd,2,2.0,628.0,3,3,3,105,54,0,0,0,0,0,0,na,0,9,2007,new,195400
995,772,20,rl,75.0,11625,pave,na,1,lvl,1,inside,1,sawyer,norm,norm,1fam,1story,5,6,1967,1967,hip,compshg,hdboard,hdboard,brkface,172.0,3,3,cblock,3,3,1,4,527.0,1,0.0,525.0,1052.0,gasa,3,y,5,1052,0,0,1052,0.0,0.0,1,1,3,1,3,6,7,1,1,attchd,3,1.0,668.0,3,3,3,0,215,0,0,0,0,0,0,na,0,4,2009,wd ,113500
996,2672,50,rl,65.0,6435,pave,na,1,lvl,1,inside,1,brkside,rran,norm,1fam,1.5fin,6,5,1939,1950,gable,compshg,metalsd,metalsd,none,0.0,3,3,brktil,3,3,1,1,0.0,1,0.0,972.0,972.0,gasa,4,y,5,972,605,0,1577,0.0,0.0,1,0,3,1,2,6,7,1,4,detchd,1,1.0,312.0,3,3,3,0,0,0,0,0,0,0,0,na,0,10,2006,wd ,140200
997,2492,20,rl,65.0,8450,pave,na,1,lvl,1,inside,1,sawyer,rrae,norm,1fam,1story,5,6,1968,1968,gable,compshg,plywood,plywood,brkface,90.0,3,3,cblock,3,3,1,4,162.0,3,270.0,450.0,882.0,gasa,3,y,5,909,0,0,909,0.0,0.0,1,0,3,1,3,5,7,0,0,attchd,1,1.0,294.0,3,3,3,0,155,0,0,0,0,0,3,na,0,11,2006,cod,116000
998,2903,20,rl,88.0,11577,pave,na,1,lvl,1,inside,1,timber,norm,norm,1fam,1story,9,5,2005,2006,hip,compshg,vinylsd,vinylsd,brkface,382.0,5,3,pconc,4,3,4,6,1455.0,1,0.0,383.0,1838.0,gasa,5,y,5,1838,0,0,1838,1.0,0.0,2,0,3,1,5,9,7,1,4,attchd,3,3.0,682.0,3,3,3,161,225,0,0,0,0,0,0,na,0,9,2006,new,359900
999,2783,60,rl,50.0,8340,pave,na,2,lvl,1,inside,1,collgcr,norm,norm,1fam,2story,6,6,1977,1977,gable,compshg,hdboard,plywood,brkface,62.0,3,3,cblock,4,3,3,6,509.0,1,0.0,166.0,675.0,gasa,3,y,5,686,702,0,1388,0.0,0.0,1,1,3,1,3,6,7,0,0,attchd,1,1.0,317.0,3,3,3,406,36,0,0,0,0,0,0,na,0,12,2006,wd ,157500
1000,786,20,rl,0.0,10708,pave,na,2,lvl,1,inside,1,clearcr,norm,norm,1fam,1story,5,5,1955,1993,hip,compshg,wd sdng,wd sdng,none,0.0,4,3,cblock,3,3,1,2,379.0,4,768.0,470.0,1617.0,gasa,5,y,4,1867,0,0,1867,1.0,0.0,1,0,2,1,3,7,7,3,4,attchd,3,1.0,303.0,3,3,3,476,0,0,0,142,0,0,2,na,0,11,2009,cod,190000
1001,740,30,rm,60.0,6911,pave,na,1,lvl,1,fr2,1,brkside,feedr,norm,1fam,1story,5,5,1924,1950,gable,compshg,wd sdng,wd sdng,none,0.0,3,3,pconc,3,3,2,2,405.0,1,0.0,740.0,1145.0,gasa,3,y,5,1301,0,0,1301,0.0,0.0,1,0,2,1,2,5,6,0,0,detchd,1,2.0,440.0,3,3,3,0,0,0,0,0,0,0,0,na,0,10,2009,wd ,100000
1002,2546,20,rl,80.0,8800,pave,na,1,lvl,1,inside,1,names,norm,norm,1fam,1story,6,6,1964,1964,hip,compshg,hdboard,hdboard,brkface,425.0,3,3,cblock,3,3,1,4,553.0,1,0.0,698.0,1251.0,gasa,3,y,5,1251,0,0,1251,1.0,0.0,1,0,3,1,3,6,7,2,4,attchd,2,1.0,461.0,3,3,3,0,116,0,0,0,0,0,3,shed,700,3,2006,wd ,160000
1003,851,20,rl,65.0,10739,pave,na,2,lvl,1,inside,1,collgcr,norm,norm,1fam,1story,7,5,2002,2001,gable,compshg,vinylsd,vinylsd,brkface,68.0,4,3,pconc,4,3,1,6,1259.0,1,0.0,172.0,1431.0,gasa,5,y,5,1444,0,0,1444,1.0,0.0,2,0,3,1,4,6,7,0,0,attchd,2,2.0,577.0,3,3,3,144,40,0,0,0,0,0,0,na,0,4,2009,wd ,203000
1004,1833,60,rl,0.0,9572,pave,na,2,lvl,1,inside,1,noridge,norm,norm,1fam,2story,8,5,1990,1990,gable,compshg,wd sdng,wd sdng,brkface,336.0,4,3,pconc,5,3,1,6,482.0,1,0.0,971.0,1453.0,gasa,5,y,5,1453,1357,0,2810,0.0,0.0,2,1,4,1,4,9,7,1,5,attchd,2,2.0,750.0,4,4,3,500,0,0,0,0,0,0,0,na,0,6,2007,wd ,302000
1005,76,120,rl,50.0,8012,pave,na,1,lvl,1,inside,1,sawyerw,norm,norm,twnhse,1story,6,5,1980,1980,gable,compshg,plywood,plywood,none,0.0,3,3,cblock,4,3,1,4,543.0,4,119.0,261.0,923.0,gasa,3,y,5,923,0,0,923,0.0,0.0,2,0,2,1,3,5,7,1,3,attchd,2,1.0,264.0,3,3,3,80,0,0,0,0,0,0,0,na,0,5,2010,wd ,143000
1006,2151,60,rl,66.0,16226,pave,na,4,lvl,1,inside,1,collgcr,norm,norm,1fam,2story,8,5,1998,1999,gable,compshg,vinylsd,vinylsd,none,0.0,4,3,pconc,4,3,1,6,281.0,1,0.0,747.0,1028.0,gasa,5,y,5,1210,1242,0,2452,0.0,0.0,2,1,4,1,4,9,7,1,3,builtin,3,2.0,683.0,3,3,3,208,50,0,0,0,0,0,0,na,0,5,2007,wd ,267000
1007,1880,90,rl,0.0,10899,pave,na,2,lvl,1,inside,1,names,norm,norm,duplex,1story,4,5,1964,1964,gable,compshg,hdboard,hdboard,none,0.0,3,3,slab,0,0,0,0,0.0,0,0.0,0.0,0.0,gasa,3,n,5,1224,0,0,1224,0.0,0.0,2,0,2,2,3,8,7,0,0,carport,1,3.0,530.0,3,3,3,0,0,0,0,0,0,0,0,na,0,4,2007,wd ,103000
1008,2907,120,rm,32.0,4500,pave,na,1,lvl,1,fr2,1,mitchel,norm,norm,twnhse,1story,6,5,1998,1998,hip,compshg,vinylsd,vinylsd,brkface,443.0,3,4,pconc,5,4,1,6,1201.0,1,0.0,36.0,1237.0,gasa,5,y,5,1337,0,0,1337,1.0,0.0,2,0,2,1,3,5,7,0,0,attchd,3,2.0,405.0,3,3,3,0,199,0,0,0,0,0,0,na,0,3,2006,wd ,153500
1009,1831,85,rl,0.0,16647,pave,na,2,lvl,1,culdsac,1,sawyer,rrae,norm,1fam,sfoyer,5,5,1975,1981,gable,compshg,hdboard,hdboard,none,0.0,3,3,cblock,4,3,4,5,1390.0,1,0.0,0.0,1390.0,gasa,3,y,5,1701,0,0,1701,1.0,0.0,2,0,3,1,3,6,5,2,3,basment,3,2.0,611.0,3,3,3,0,0,0,0,0,0,0,0,na,0,1,2007,wd ,171000
1010,2836,50,rl,62.0,8707,pave,na,1,lvl,1,fr2,1,edwards,feedr,norm,1fam,1.5fin,4,5,1924,1950,gable,compshg,wd sdng,wd sdng,none,0.0,3,3,brktil,3,3,1,1,0.0,1,0.0,1093.0,1093.0,gasa,3,n,3,1093,576,0,1669,0.0,0.0,1,1,4,1,3,9,5,0,0,attchd,1,1.0,288.0,2,3,3,0,0,56,0,0,0,0,0,na,0,5,2006,wd ,107000
1011,1955,20,rl,66.0,8300,pave,na,2,lvl,1,inside,1,names,norm,norm,1fam,1story,6,6,1968,1968,gable,compshg,wd sdng,wd sdng,brkface,86.0,3,3,cblock,3,3,2,3,952.0,1,0.0,0.0,952.0,gasa,4,y,5,952,0,0,952,1.0,0.0,1,0,3,1,3,5,7,0,0,attchd,1,1.0,288.0,3,3,3,0,0,0,0,0,0,0,0,na,0,8,2007,wd ,128500
1012,1926,20,rl,72.0,9770,pave,na,1,lvl,1,inside,1,names,norm,norm,1fam,1story,5,5,1957,1957,gable,compshg,wd sdng,wd sdng,none,0.0,3,3,cblock,3,3,1,3,512.0,1,0.0,410.0,922.0,gasa,3,y,4,922,0,0,922,1.0,0.0,1,0,2,1,3,5,7,0,0,attchd,1,1.0,308.0,3,3,3,0,34,0,0,0,0,0,2,na,0,4,2007,wd ,116000
1013,2924,20,rl,80.0,17400,pave,na,1,low,1,inside,3,mitchel,norm,norm,1fam,1story,5,5,1977,1977,gable,compshg,brkface,brkface,none,0.0,3,3,cblock,3,3,1,5,936.0,1,0.0,190.0,1126.0,gasa,2,y,5,1126,0,0,1126,1.0,0.0,2,0,3,1,3,5,7,1,4,attchd,2,2.0,484.0,3,3,2,295,41,0,0,0,0,0,0,na,0,5,2006,wd ,160000
1014,1003,120,rl,39.0,5070,pave,na,2,hls,1,inside,1,stonebr,norm,norm,twnhse,1story,8,5,1992,1992,gable,compshg,hdboard,hdboard,none,0.0,4,3,pconc,4,3,2,1,0.0,1,0.0,1280.0,1280.0,gasa,5,y,5,1280,0,0,1280,0.0,0.0,2,0,2,1,4,5,7,0,0,attchd,2,2.0,506.0,3,3,3,0,82,0,0,144,0,0,0,na,0,8,2008,wd ,180000
1015,1667,20,rl,66.0,7920,pave,na,1,lvl,1,inside,1,names,norm,norm,1fam,1story,5,5,1970,2002,gable,compshg,hdboard,hdboard,brkface,32.0,3,3,cblock,3,3,1,5,81.0,6,619.0,214.0,914.0,gasa,5,y,5,914,0,0,914,0.0,0.0,1,0,3,1,5,5,7,0,0,attchd,2,1.0,368.0,3,4,3,120,0,0,0,0,0,0,0,na,0,10,2007,wd ,133000
1016,2905,90,rm,78.0,7020,pave,na,1,lvl,1,inside,1,mitchel,norm,norm,duplex,sfoyer,7,5,1997,1997,gable,compshg,metalsd,metalsd,brkface,200.0,3,4,pconc,4,3,4,6,1243.0,1,0.0,45.0,1288.0,gasa,4,y,5,1368,0,0,1368,2.0,0.0,2,0,2,2,3,8,7,0,0,attchd,3,4.0,784.0,3,3,3,0,48,0,0,0,0,0,0,na,0,11,2006,wd ,215000
1017,921,70,rl,0.0,7500,pave,na,2,bnk,1,inside,1,crawfor,norm,norm,1fam,2story,6,7,1942,1950,gable,compshg,wd sdng,wd sdng,none,0.0,3,3,cblock,3,3,1,4,547.0,1,0.0,224.0,771.0,gasa,2,y,5,753,741,0,1494,0.0,0.0,1,0,3,1,4,7,7,2,4,attchd,1,1.0,213.0,3,3,2,0,0,0,0,224,0,0,0,na,0,11,2009,wd ,177500
1018,1780,20,rl,76.0,10612,pave,na,1,lvl,1,inside,1,somerst,norm,norm,1fam,1story,8,5,2006,2006,gable,compshg,vinylsd,vinylsd,brkface,248.0,4,3,pconc,4,3,2,6,28.0,1,0.0,1496.0,1524.0,gasa,4,y,5,1534,0,0,1534,0.0,0.0,2,0,3,1,4,7,7,1,4,attchd,3,2.0,484.0,3,3,3,168,46,0,0,0,0,0,0,na,0,1,2007,wd ,215000
1019,746,50,rm,51.0,6120,pave,na,1,lvl,1,inside,1,brkside,norm,norm,1fam,1.5fin,5,6,1938,1950,gable,compshg,wd sdng,wd sdng,none,0.0,3,3,brktil,3,2,1,2,273.0,1,0.0,679.0,952.0,gasa,3,y,4,994,588,0,1582,0.0,0.0,2,0,3,1,3,6,7,1,4,detchd,1,1.0,250.0,2,3,3,189,0,34,150,0,0,0,0,na,0,2,2009,wd ,150000
1020,254,60,rl,90.0,12376,pave,na,1,lvl,1,corner,1,sawyerw,norm,norm,1fam,2story,7,5,1990,1990,hip,compshg,plywood,plywood,none,0.0,3,3,pconc,4,3,2,6,1470.0,1,0.0,203.0,1673.0,gasa,4,y,5,1699,1523,0,3222,1.0,0.0,3,0,5,1,4,11,7,2,3,attchd,1,3.0,594.0,3,3,3,367,0,0,0,0,0,0,0,na,0,5,2010,wd ,320000
1021,606,20,rl,100.0,10004,pave,na,1,lvl,1,inside,1,names,norm,norm,1fam,1story,6,6,1964,1964,gable,compshg,hdboard,plywood,brkface,180.0,3,3,cblock,3,3,1,3,196.0,4,345.0,975.0,1516.0,gasa,3,y,5,1516,0,0,1516,0.0,0.0,1,1,3,1,3,6,7,0,0,attchd,2,2.0,472.0,3,3,3,0,0,0,0,152,0,0,0,na,0,2,2009,wd ,167000
1022,2703,30,rl,55.0,8250,pave,na,1,lvl,1,inside,1,edwards,norm,norm,1fam,1story,5,7,1935,1950,gable,compshg,wd sdng,wd sdng,none,0.0,3,3,slab,0,0,0,0,0.0,0,0.0,0.0,0.0,gasa,3,n,5,1032,0,0,1032,0.0,0.0,1,0,2,1,3,6,7,1,3,detchd,1,1.0,260.0,3,3,3,0,0,121,0,0,0,0,0,na,0,6,2006,wd ,125000
1023,1306,20,rm,103.0,12205,pave,na,1,lvl,1,inside,1,oldtown,norm,norm,1fam,1story,3,1,1949,1992,gable,compshg,metalsd,metalsd,none,0.0,3,3,brktil,2,2,1,1,0.0,1,0.0,448.0,448.0,gasa,4,y,5,1588,0,0,1588,0.0,0.0,2,0,5,1,3,6,2,0,0,na,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,3,na,0,12,2008,wd ,65000
1024,2102,20,rl,103.0,11175,pave,na,2,lvl,1,corner,1,collgcr,norm,norm,1fam,1story,7,5,2007,2007,gable,compshg,vinylsd,vinylsd,none,0.0,4,3,pconc,4,3,3,1,0.0,1,0.0,1316.0,1316.0,gasa,5,y,5,1316,0,0,1316,0.0,0.0,2,0,3,1,4,6,7,1,4,attchd,3,2.0,440.0,3,3,3,0,20,0,0,0,0,0,0,na,0,10,2007,new,200141
1025,1784,20,rl,85.0,9965,pave,na,1,lvl,1,fr2,1,somerst,feedr,norm,1fam,1story,7,5,2007,2007,gable,compshg,vinylsd,vinylsd,na,0.0,4,3,pconc,4,3,1,1,0.0,1,0.0,1528.0,1528.0,gasa,5,y,5,1528,0,0,1528,0.0,0.0,3,2,3,1,4,6,7,1,3,attchd,1,2.0,480.0,3,3,3,0,228,0,0,0,0,0,0,na,0,9,2007,new,235876
1026,941,70,rm,50.0,8660,pave,na,1,bnk,1,inside,1,idotrr,norm,norm,1fam,2story,5,6,1900,1993,gambrel,compshg,asbshng,asbshng,none,0.0,3,3,brktil,3,3,1,1,0.0,1,0.0,760.0,760.0,gasa,5,n,5,928,928,312,2168,0.0,0.0,2,0,5,1,4,11,7,0,0,detchd,1,2.0,576.0,3,3,3,467,160,78,0,0,0,0,0,na,0,12,2009,wd ,123000
1027,2699,50,rl,82.0,12375,pave,na,1,lvl,1,inside,1,sawyer,feedr,norm,1fam,1.5fin,5,5,1951,1951,gable,compshg,hdboard,hdboard,stone,41.0,3,2,cblock,3,3,1,4,329.0,1,0.0,477.0,806.0,gasa,3,y,5,1081,341,0,1422,1.0,0.0,1,0,3,1,3,7,7,1,3,detchd,1,1.0,288.0,3,3,3,0,0,0,0,0,0,0,2,na,0,6,2006,wd ,137500
1028,2127,20,rl,60.0,8070,pave,na,1,lvl,1,inside,1,collgcr,norm,norm,1fam,1story,4,5,1994,1995,gable,compshg,vinylsd,vinylsd,none,0.0,3,3,pconc,4,3,1,6,588.0,1,0.0,402.0,990.0,gasa,5,y,5,990,0,0,990,1.0,0.0,1,0,3,1,3,5,7,0,0,na,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,na,0,8,2007,wd ,123600
1029,2607,20,rl,84.0,8658,pave,na,1,lvl,1,inside,1,names,norm,norm,1fam,1story,6,5,1965,1965,gable,compshg,wd sdng,wd sdng,brkface,101.0,3,3,cblock,3,3,1,3,643.0,1,0.0,445.0,1088.0,gasa,5,y,5,1324,0,0,1324,0.0,0.0,2,0,3,1,3,6,7,1,3,attchd,2,2.0,440.0,3,3,3,0,138,0,0,0,0,0,2,na,0,12,2006,wd ,160000
1030,1754,60,rl,0.0,8063,pave,na,1,lvl,1,inside,1,gilbert,norm,norm,1fam,2story,6,5,2000,2000,gable,compshg,vinylsd,vinylsd,none,0.0,3,3,pconc,4,3,1,1,0.0,1,0.0,924.0,924.0,gasa,5,y,5,948,742,0,1690,0.0,0.0,2,1,3,1,3,7,7,1,3,attchd,2,2.0,463.0,3,3,3,100,48,0,0,0,0,0,0,na,0,11,2007,wd ,181000
1031,1367,20,rm,49.0,8235,pave,na,2,hls,1,inside,1,oldtown,feedr,rrnn,1fam,1story,5,7,1955,1995,gable,compshg,metalsd,metalsd,none,0.0,3,4,cblock,3,3,1,2,180.0,3,645.0,0.0,825.0,gasa,3,y,5,825,0,0,825,1.0,0.0,1,0,2,1,3,4,7,0,0,detchd,2,2.0,720.0,3,3,3,140,50,0,0,0,0,0,3,na,0,6,2008,wd ,125000
1032,580,60,rl,78.0,11700,pave,na,1,lvl,1,inside,1,nwames,rran,norm,1fam,2story,6,6,1968,1968,gable,compshg,metalsd,metalsd,none,0.0,3,3,cblock,3,3,1,3,298.0,1,0.0,429.0,727.0,gasa,5,y,5,829,727,0,1556,0.0,0.0,1,1,4,1,3,8,7,0,0,attchd,1,2.0,441.0,3,3,3,0,0,0,0,0,0,0,0,na,0,5,2009,wd ,154000
1033,341,60,rl,74.0,12961,pave,na,1,lvl,1,inside,1,mitchel,norm,norm,1fam,2story,6,5,1993,1994,gable,compshg,vinylsd,vinylsd,none,0.0,4,4,pconc,4,3,2,6,944.0,1,0.0,208.0,1152.0,gasa,5,y,5,1152,645,0,1797,1.0,0.0,2,1,3,1,4,7,7,1,2,attchd,3,2.0,616.0,3,3,3,162,312,0,0,0,0,0,0,na,0,3,2010,wd ,231000
1034,26,20,rl,65.0,8450,pave,na,1,lvl,1,inside,1,names,norm,norm,1fam,1story,5,6,1968,1968,gable,compshg,vinylsd,vinylsd,none,0.0,3,3,cblock,3,3,1,4,775.0,1,0.0,281.0,1056.0,gasa,5,y,5,1056,0,0,1056,1.0,0.0,1,0,3,1,3,6,7,1,2,attchd,1,1.0,304.0,3,3,3,0,85,184,0,0,0,0,0,na,0,7,2010,wd ,142000
1035,2667,75,rm,90.0,22950,pave,na,3,lvl,1,inside,1,oldtown,artery,norm,1fam,2.5fin,10,9,1892,1993,gable,wdshngl,wd sdng,wd sdng,none,0.0,4,4,brktil,3,3,2,1,0.0,1,0.0,1107.0,1107.0,gasa,5,y,5,1518,1518,572,3608,0.0,0.0,2,1,4,1,5,12,7,2,3,detchd,1,3.0,840.0,5,3,3,0,260,0,0,410,0,0,4,na,0,6,2006,wd ,475000
1036,2884,120,rm,41.0,5748,pave,na,2,hls,1,inside,3,crawfor,norm,norm,twnhse,1story,8,5,2005,2006,hip,compshg,cemntbd,cmentbd,stone,473.0,4,3,pconc,5,3,4,6,1573.0,1,0.0,0.0,1573.0,gasa,5,y,5,1778,0,0,1778,2.0,0.0,2,0,2,1,5,5,7,1,4,attchd,3,2.0,495.0,3,3,3,123,53,0,0,153,0,0,0,na,0,2,2006,new,375000
1037,28,20,rl,70.0,10500,pave,na,1,lvl,1,fr2,1,names,norm,norm,1fam,1story,4,5,1971,1971,gable,compshg,hdboard,hdboard,none,0.0,3,3,cblock,3,3,1,5,432.0,1,0.0,432.0,864.0,gasa,3,y,5,864,0,0,864,0.0,0.0,1,0,3,1,3,5,7,1,1,na,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,na,0,4,2010,conli,115000
1038,531,20,fv,62.0,7500,pave,pave,1,lvl,1,inside,1,somerst,norm,norm,1fam,1story,7,5,2004,2005,gable,compshg,vinylsd,vinylsd,none,0.0,4,3,pconc,4,3,1,6,410.0,1,0.0,811.0,1221.0,gasa,5,y,5,1221,0,0,1221,1.0,0.0,2,0,2,1,4,6,7,0,0,attchd,2,2.0,400.0,3,3,3,0,113,0,0,0,0,0,0,na,0,10,2009,wd ,185000
1039,2189,40,rl,62.0,10042,pave,na,1,bnk,1,corner,1,edwards,norm,norm,1fam,1.5fin,6,8,1920,1995,gable,compshg,wd sdng,wd sdng,none,0.0,3,3,brktil,3,3,1,2,144.0,5,278.0,238.0,660.0,gasa,3,y,5,740,125,0,865,1.0,0.0,1,0,2,1,3,4,7,1,4,detchd,1,1.0,216.0,3,3,3,0,0,84,0,0,0,0,0,na,0,8,2007,wd ,108500
1040,2508,160,fv,24.0,2544,pave,pave,1,lvl,1,inside,1,somerst,norm,norm,twnhs,2story,7,5,2005,2005,gable,compshg,metalsd,metalsd,none,0.0,4,3,pconc,4,3,1,1,0.0,1,0.0,600.0,600.0,gasa,5,y,5,520,623,80,1223,0.0,0.0,2,1,2,1,4,4,7,0,0,detchd,2,2.0,480.0,3,3,3,0,166,0,0,0,0,0,0,na,0,7,2006,wd ,147400
1041,573,160,fv,35.0,3768,pave,na,1,lvl,1,fr2,1,somerst,norm,norm,twnhse,2story,7,5,1999,1999,hip,compshg,metalsd,metalsd,brkface,218.0,4,3,pconc,4,3,1,6,549.0,1,0.0,142.0,691.0,gasa,5,y,5,713,739,0,1452,1.0,0.0,2,1,3,1,4,6,7,0,0,detchd,1,2.0,506.0,3,3,3,0,34,0,0,0,0,0,0,na,0,9,2009,wd ,156000
1042,1363,50,rm,0.0,10320,pave,grvl,1,lvl,1,inside,1,idotrr,norm,norm,1fam,1.5fin,5,6,1915,1978,gable,compshg,hdboard,hdboard,none,0.0,3,2,brktil,3,2,1,1,0.0,1,0.0,880.0,880.0,gasa,4,y,5,880,428,0,1308,0.0,0.0,2,0,2,1,3,6,7,0,0,detchd,1,2.0,400.0,2,2,3,0,0,117,0,0,0,0,0,na,0,4,2008,wd ,120000
